Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXCAST_ACTIVE	Tox21_PPARd_BLA_antagonist_ratio	6	42.8571428571429	0.000156845629977686	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 79-94-7	9	141	1723	8.14657210401891	1	0.101792813855518	0.000156845629977686
MESH	Hydrocarbons	9	64.2857142857143	0.000190251614762237	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 843-55-0	10	1471	5450	3.33446634942216	1	0.123283046365929	0.000190251614762237
TOXCAST_ACTIVE	NVS_GPCR_g5HT4	5	35.7142857142857	0.000203297949016014	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6	9	75	1723	12.762962962963	1	0.131533773013361	0.000203297949016014
MULTICASE_TOX_PREDICTION	MRP2 substrates	12	85.7142857142857	0.00023097796595087	80-09-1, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	3118	8032	2.37785562737455	1	0.149211766004262	0.00023097796595087
TOXCAST_ACTIVE	OT_ERa_EREGFP_0480	6	42.8571428571429	0.000240350456701607	80-09-1, 80-05-7, 77-40-7, 1478-61-1, 57-63-6, 79-95-8	9	154	1723	7.45887445887446	1	0.155026044572536	0.000240350456701607
LEADSCOPE_TOXICITY	Reproductive Toxicity -repro rodent female	7	50	0.000257292039356697	80-05-7, 77-40-7, 94-18-8, 620-92-8, 57-63-6, 79-95-8, 79-94-7	13	652	7444	6.147711184521	1	0.165696073345713	0.000257292039356697
CTD_CHEMICALS_DISEASES	Wilms Tumor	4	28.5714285714286	0.00027058038254668	80-09-1, 80-05-7, 79-95-8, 79-94-7	6	261	8530	21.7879948914432	1	0.173983185977515	0.00027058038254668
TOXCAST_ACTIVE	NVS_NR_bPR	5	35.7142857142857	0.000275091564829708	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6	9	81	1723	11.8175582990398	1	0.176608784620672	0.000275091564829708
TOXCAST_ACTIVE	NVS_NR_hPPARa	5	35.7142857142857	0.000275091564829708	80-05-7, 41481-66-7, 1478-61-1, 79-95-8, 79-94-7	9	81	1723	11.8175582990398	1	0.176608784620672	0.000275091564829708
TOXCAST_ACTIVE	ATG_MRE_CIS_up	8	57.1428571428571	0.00030099326621768	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6, 79-95-8, 79-94-7	9	418	1723	3.66400850611377	1	0.192635690379315	0.00030099326621768
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, only strong actives by NIEHS calls, research only	10	71.4285714285714	0.000319360142398045	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	1961	8032	3.15066881104617	1	0.204071130992351	0.000319360142398045
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, strong and weak actives by NIEHS calls, research only	11	78.5714285714286	0.000348251346115798	80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	2553	8032	2.66208683599988	1	0.222184358821879	0.000348251346115798
HTS_ACTIVE	antagonism_ER/partial	7	50	0.000368794565451114	80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 1478-61-1, 843-55-0, 79-97-0	13	391	4173	5.74680306905371	1	0.23492213819236	0.000368794565451114
TOXCAST_ACTIVE	Tox21_ERa_LUC_BG1_Agonist	7	50	0.000382740447751995	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 57-63-6, 79-95-8	9	282	1723	4.7521670606777	1	0.243422924770269	0.000382740447751995
TOXCAST_ACTIVE	ATG_EGR_CIS_up	7	50	0.000390579808857296	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 57-63-6, 79-95-8, 79-94-7	9	283	1723	4.73537495092265	1	0.248018178624383	0.000390579808857296
TOXCAST_ACTIVE	NVS_NR_hPR	5	35.7142857142857	0.000397538749324929	80-05-7, 77-40-7, 1478-61-1, 57-63-6, 79-94-7	9	89	1723	10.7553058676654	1	0.252039567072005	0.000397538749324929
TOXCAST_ACTIVE	NVS_ADME_hCYP2C9	6	42.8571428571429	0.000468978048936452	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6, 79-94-7	9	177	1723	6.48964218455744	1	0.296863104976774	0.000468978048936452
TOXCAST_ACTIVE	ATG_Xbp1_CIS_up	7	50	0.000495261781007088	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6, 79-94-7	9	295	1723	4.54274952919021	1	0.313005445596479	0.000495261781007088
TOXCAST_ACTIVE	OT_ER_ERbERb_1440	6	42.8571428571429	0.000594116056018397	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 57-63-6	9	186	1723	6.17562724014337	1	0.374887231347608	0.000594116056018397
TOXCAST_ACTIVE	OT_ERa_EREGFP_0120	6	42.8571428571429	0.000609470080020076	80-09-1, 80-05-7, 77-40-7, 1478-61-1, 57-63-6, 79-95-8	9	187	1723	6.14260249554367	1	0.383966150412648	0.000609470080020076
TOXCAST_ACTIVE	NVS_IC_rNaCh_site2	5	35.7142857142857	0.000625007089027587	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6	9	100	1723	9.57222222222222	1	0.393129458998352	0.000625007089027587
HTS_ACTIVE	antagonism_GR	7	50	0.000637513165934794	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 57-63-6, 79-95-8, 79-97-0	13	432	4173	5.20138888888889	1	0.40035826820705	0.000637513165934794
TOXCAST_ACTIVE	Tox21_ERa_BLA_Antagonist_ratio	7	50	0.000706627651098478	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 79-95-8, 79-94-7	9	314	1723	4.26786978060863	1	0.443055537238746	0.000706627651098478
TOXCAST_ACTIVE	ACEA_T47D_80hr_Positive	7	50	0.000759269887109003	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 57-63-6, 79-95-8	9	318	1723	4.2141858839972	1	0.475302949330236	0.000759269887109003
TOXCAST_ACTIVE	NVS_GPCR_hOpiate_mu	5	35.7142857142857	0.000871370164148924	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6	9	109	1723	8.78185524974516	1	0.544606352593077	0.000871370164148924
TOXPRINT_STRUCTURE	ring:aromatic_benzene	13	92.8571428571429	0.000876916381956768	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	4611	8337	1.80806766428107	1	0.547195822341023	0.000876916381956768
TOXCAST_ACTIVE	NVS_NR_cAR	6	42.8571428571429	0.000920648285460067	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6	9	204	1723	5.63071895424837	1	0.573563881841622	0.000920648285460067
TOXCAST_ACTIVE	OT_FXR_FXRSRC1_0480	7	50	0.000952668996283564	80-05-7, 77-40-7, 94-18-8, 1478-61-1, 57-63-6, 79-95-8, 79-94-7	9	331	1723	4.0486740516952	1	0.592560115688377	0.000952668996283564
TOXCAST_ACTIVE	NVS_TR_gDAT	5	35.7142857142857	0.000967134621609098	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6	9	112	1723	8.54662698412698	1	0.60059060001925	0.000967134621609098
HTS_ACTIVE	antagonism_AR/partial	8	57.1428571428571	0.00097857383782135	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 620-92-8, 57-63-6, 843-55-0, 79-97-0	13	667	4173	3.85007496251874	1	0.606715779449237	0.00097857383782135
TOXCAST_ACTIVE	NVS_NR_hAR	5	35.7142857142857	0.00103504345691199	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6	9	114	1723	8.39668615984405	1	0.640691899828522	0.00103504345691199
LEADSCOPE_TOXICITY	Developmental Toxicity-weight dec. rodent	7	50	0.00106089943044347	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 620-92-8, 57-63-6, 79-97-0	13	845	7444	4.7435593991807	1	0.655635848014064	0.00106089943044347
TOXCAST_ACTIVE	ATG_PXR_TRANS_up	8	57.1428571428571	0.00107664445356982	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6, 79-95-8, 79-94-7	9	505	1723	3.03278327832783	1	0.664289627852581	0.00107664445356982
LEADSCOPE_TOXICITY	Genetic Toxicity -chrom. ab.	7	50	0.0011444203257426	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 620-92-8, 79-95-8, 79-97-0	13	857	7444	4.67713849744188	1	0.704962920657442	0.0011444203257426
TOXCAST_ACTIVE	ATG_VDRE_CIS_up	8	57.1428571428571	0.00118056166168618	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6, 79-95-8, 79-94-7	9	512	1723	2.99131944444444	1	0.726045421937002	0.00118056166168618
TOXINS_TARGETS	BE0000557	3	21.4285714285714	0.00122166084040638	57-63-6, 79-95-8, 79-94-7	4	72	3520	36.6666666666667	1	0.750099756009516	0.00122166084040638
TOXCAST_ACTIVE	OT_ER_ERbERb_0480	6	42.8571428571429	0.00123160120094672	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 57-63-6	9	217	1723	5.29339477726574	1	0.754971536180337	0.00123160120094672
TOXCAST_ACTIVE	NVS_GPCR_rOpiate_NonSelectiveNa	4	28.5714285714286	0.001539670573928	80-05-7, 77-40-7, 41481-66-7, 1478-61-1	9	55	1723	13.9232323232323	1	0.942278391243934	0.001539670573928
TOXCAST_ACTIVE	Tox21_p53_BLA_p5_ratio	6	42.8571428571429	0.00155277271134336	77-40-7, 41481-66-7, 1478-61-1, 57-63-6, 79-95-8, 79-94-7	9	228	1723	5.03801169590643	1	0.948744126630793	0.00155277271134336
TOXCAST_ACTIVE	NVS_GPCR_hOpiate_D1	4	28.5714285714286	0.00162321582726834	80-05-7, 77-40-7, 41481-66-7, 1478-61-1	9	56	1723	13.6746031746032	1	0.990161654633689	0.00162321582726834
LEADSCOPE_TOXICITY	Developmental Toxicity-weight dec. rat	7	50	0.00168143234023605	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 620-92-8, 57-63-6, 79-97-0	13	921	7444	4.35212561596926	1	1	0.00168143234023605
CTD_PATHWAY	KEGG:04114|Oocyte meiosis	4	28.5714285714286	0.00176462199992394	80-05-7, 57-63-6, 79-95-8, 79-94-7	4	466	3849	8.25965665236052	1	1	0.00176462199992394
TOXCAST_ACTIVE	ATG_Oct_MLP_CIS_up	7	50	0.00178220584952005	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6, 79-94-7	9	370	1723	3.62192192192192	1	1	0.00178220584952005
TOXCAST_ACTIVE	Tox21_AR_BLA_Antagonist_ratio	7	50	0.00186449390368208	80-09-1, 80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6	9	373	1723	3.59279118260352	1	1	0.00186449390368208
TOXCAST_ACTIVE	NVS_GPCR_rOpiate_NonSelective	4	28.5714285714286	0.00189100958806333	80-05-7, 77-40-7, 41481-66-7, 57-63-6	9	59	1723	12.9792843691149	1	1	0.00189100958806333
TOXCAST_ACTIVE	ATG_TA_CIS_up	5	35.7142857142857	0.00196989029541224	80-05-7, 41481-66-7, 94-18-8, 57-63-6, 79-94-7	9	135	1723	7.09053497942387	1	1	0.00196989029541224
TOXCAST_ACTIVE	NVS_GPCR_h5HT6	4	28.5714285714286	0.00198611873918003	80-05-7, 77-40-7, 41481-66-7, 1478-61-1	9	60	1723	12.762962962963	1	1	0.00198611873918003
TOXCAST_ACTIVE	NVS_GPCR_p5HT2C	4	28.5714285714286	0.00208421169906856	80-05-7, 77-40-7, 41481-66-7, 1478-61-1	9	61	1723	12.5537340619308	1	1	0.00208421169906856
HTS_ACTIVE	antagonism_AR/full/run2	9	64.2857142857143	0.0020883474044976	80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 1478-61-1, 620-92-8, 57-63-6, 843-55-0, 79-97-0	13	1003	4173	2.88035892323031	1	1	0.0020883474044976
TOXCAST_ACTIVE	Tox21_AR_LUC_MDAKB2_Antagonist	6	42.8571428571429	0.00208960806469064	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6, 79-94-7	9	243	1723	4.72702331961591	1	1	0.00208960806469064
TOXCAST_ACTIVE	ATG_ERE_CIS_up	8	57.1428571428571	0.00212003279764087	80-09-1, 80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6, 79-95-8	9	559	1723	2.73981315841781	1	1	0.00212003279764087
TOXCAST_ACTIVE	NVS_LGIC_rGluNMDA_Agonist	3	21.4285714285714	0.00219224775532955	80-05-7, 77-40-7, 1478-61-1	9	16	1723	35.8958333333333	1	1	0.00219224775532955
CTD_CHEM2DISEASE	Hypertrophy	3	21.4285714285714	0.0022852482174395	80-05-7, 94-18-8, 57-63-6	6	84	5441	32.3869047619048	1	1	0.0022852482174395
LEADSCOPE_TOXICITY	Genetic Toxicity -SCE in vitro CHO	2	14.2857142857143	0.00239807083227893	80-09-1, 41481-66-7	13	3886	7444	0.29470683716695	1	1	0.00239807083227893
TOXCAST_ACTIVE	Tox21_p53_BLA_p4_ratio	6	42.8571428571429	0.00285747623481133	77-40-7, 41481-66-7, 1478-61-1, 57-63-6, 79-95-8, 79-94-7	9	260	1723	4.41794871794872	1	1	0.00285747623481133
CTD_CHEMICALS_DISEASES	Chronobiology Disorders	3	21.4285714285714	0.00292794349879213	94-18-8, 79-95-8, 79-94-7	6	149	8530	28.6241610738255	1	1	0.00292794349879213
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ph-C1_acyclic_generic	10	71.4285714285714	0.00301918510805257	80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 79-97-0	13	2695	8337	2.37962037962038	1	1	0.00301918510805257
TOXCAST_ACTIVE	NVS_TR_hNET	5	35.7142857142857	0.00315319068987037	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6	9	153	1723	6.2563543936093	1	1	0.00315319068987037
TOXCAST_ACTIVE	BSK_3C_Vis_down	6	42.8571428571429	0.00345750580524626	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6, 79-94-7	9	271	1723	4.23862238622386	1	1	0.00345750580524626
TOXCAST_ACTIVE	NVS_GPCR_hAdoRA1	4	28.5714285714286	0.00393731746427156	80-05-7, 77-40-7, 41481-66-7, 1478-61-1	9	76	1723	10.0760233918129	1	1	0.00393731746427156
TOXCAST_ACTIVE	NVS_NR_hPPARg	5	35.7142857142857	0.00399183197337403	80-09-1, 41481-66-7, 1478-61-1, 79-95-8, 79-94-7	9	163	1723	5.87252897068848	1	1	0.00399183197337403
CTD_CHEM2DISEASE	Urethral Stricture	2	14.2857142857143	0.0045879903636777	80-05-7, 57-63-6	6	5	5441	362.733333333333	1	1	0.0045879903636777
TOXINS_TARGETS	BE0000794	3	21.4285714285714	0.00465493347242161	57-63-6, 79-95-8, 79-94-7	4	141	3520	18.7234042553191	1	1	0.00465493347242161
TOXCAST_ACTIVE	BSK_LPS_VCAM1_down	6	42.8571428571429	0.00478679124758692	80-05-7, 77-40-7, 41481-66-7, 1478-61-1, 57-63-6, 79-94-7	9	291	1723	3.94730813287514	1	1	0.00478679124758692
