Annotation Cluster 1	Enrichment Score: 4.24274965586001
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
MULTICASE_TOX_PREDICTION	Draize skin test, 24h, rabbit	10	83.3333333333333	0.00738941398488533	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 68937-41-7, 13674-87-8, 78-30-8, 79-94-7	11	3682	8032	1.98311194508913	1	1	0.00738941398488533
TOXCAST_ACTIVE	NVS_MP_rPBR	4	33.3333333333333	0.0166583393847118	1241-94-7, 1330-78-5, 115-86-6, 13674-87-8	6	219	1723	5.24505327245053	1	1	0.0166583393847118
TOXCAST_ACTIVE	NVS_MP_hPBR	4	33.3333333333333	0.0170883452769438	1241-94-7, 1330-78-5, 115-86-6, 13674-87-8	6	221	1723	5.19758672699849	1	1	0.0170883452769438
CTD_CHEMICALS_DISEASES	Mesothelioma	4	33.3333333333333	0.0208934792889723	1241-94-7, 115-86-6, 13674-87-8, 78-30-8	7	944	8530	5.1634382566586	1	1	0.0208934792889723
HTS_ACTIVE	antagonism_RORr	5	41.6666666666667	0.0301209311786568	56803-37-3, 29761-21-5, 68937-41-7, 13674-87-8, 78-30-8	10	605	4173	3.44876033057851	1	1	0.0301209311786568
TOXCAST_ACTIVE	ATG_PXRE_CIS_up	6	50	0.0624572884773724	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 13674-87-8, 79-94-7	6	881	1723	1.95573212258797	1	1	0.0624572884773724
LEADSCOPE_TOXICITY	Genetic Toxicity -s. cerevisiae	4	33.3333333333333	0.0693412894135144	1330-78-5, 115-86-6, 115-96-8, 13674-87-8	9	942	7444	3.51214909176693	1	1	0.0693412894135144
LEADSCOPE_TOXICITY	Genetic Toxicity -SCE in vitro CHO	4	33.3333333333333	0.491388024023911	1330-78-5, 115-86-6, 13674-87-8, 78-30-8	9	3886	7444	0.85137530737119	1	1	0.491388024023911
MULTICASE_TOX_PREDICTION	Draize eye irritation test, rabbit	8	66.6666666666667	0.527339053690464	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 29761-21-5, 68937-41-7, 78-30-8, 79-94-7	11	4428	8032	1.31920834359859	1	1	0.527339053690464
MULTICASE_TOX_PREDICTION	MCT1 inhibition at 10uM	11	91.6666666666667	0.617041048684598	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 68937-41-7, 13674-87-8, 5436-43-1, 78-30-8, 79-94-7	11	7105	8032	1.13047149894441	1	1	0.617041048684598
LEADSCOPE_TOXICITY	Genetic Toxicity -SCE in vitro other cells	5	41.6666666666667	0.722334473944609	1241-94-7, 115-86-6, 29761-21-5, 13674-87-8, 78-30-8	9	3012	7444	1.37302641286705	1	1	0.722334473944609
MULTICASE_TOX_PREDICTION	MRP5 inhibition at 50uM	11	91.6666666666667	1	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 68937-41-7, 13674-87-8, 5436-43-1, 78-30-8, 79-94-7	11	7642	8032	1.0510337607956	1	1	1

Annotation Cluster 3	Enrichment Score: 2.67990654532515
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
MESH	Organophosphorus Compounds	7	58.3333333333333	8.57944930512421e-09	1241-94-7, 56803-37-3, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	145	5450	29.2337164750958	1	3.5089947657958e-06	8.57944930512421e-09
LEADSCOPE_TOXICITY	Reproductive Toxicity -sperm ratPositive	7	58.3333333333333	1.59848627573718e-07	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	321	7444	18.036690896504	1	6.52182400500768e-05	1.59848627573718e-07
LEADSCOPE_TOXICITY	Reproductive Toxicity -sperm rodent	7	58.3333333333333	3.1600790930524e-05	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	786	7444	7.36612948826689	1	0.0127983203268622	3.1600790930524e-05
LEADSCOPE_TOXICITY	Reproductive Toxicity -repro rat male	7	58.3333333333333	3.55318197124146e-05	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	802	7444	7.21917428650596	1	0.0143548551638155	3.55318197124146e-05
LEADSCOPE_TOXICITY	Genetic Toxicity -mam. mutation	7	58.3333333333333	0.000114741445123192	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	982	7444	5.8959040506902	1	0.0458965780492767	0.000114741445123192
HTS_ACTIVE	cytotoxicity_MMP/inhibition	8	66.6666666666667	0.000158720865953041	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 29761-21-5, 68937-41-7, 13674-87-8, 78-30-8	10	755	4173	4.42172185430464	1	0.0631709046493103	0.000158720865953041
LEADSCOPE_TOXICITY	Genetic Toxicity -mam. mutation DL	7	58.3333333333333	0.000372237715240919	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	1206	7444	4.80081076100977	1	0.146661659804922	0.000372237715240919
CTD_CHEMICALS_DISEASES	Mesothelioma	4	33.3333333333333	0.0208934792889723	1241-94-7, 115-86-6, 13674-87-8, 78-30-8	7	944	8530	5.1634382566586	1	1	0.0208934792889723
TOXCAST_ACTIVE	ATG_NURR1_TRANS_up	3	25	0.0238269019325617	1241-94-7, 115-86-6, 13674-87-8	6	89	1723	9.67977528089888	1	1	0.0238269019325617
CTD_CHEMICALS_DISEASES	Carcinoma, Transitional Cell	3	25	0.105998495922242	1241-94-7, 115-86-6, 13674-87-8	7	817	8530	4.47455848924637	1	1	0.105998495922242
CTD_CHEMICALS_DISEASES	Hepatitis, Chronic	3	25	0.114438124362943	115-86-6, 13674-87-8, 78-30-8	7	854	8530	4.28069588491134	1	1	0.114438124362943
TOXCAST_ACTIVE	ATG_BRE_CIS_up	3	25	0.169464633348553	1241-94-7, 115-86-6, 13674-87-8	6	263	1723	3.27566539923954	1	1	0.169464633348553
CTD_CHEMICALS_DISEASES	Precancerous Conditions	3	25	0.222792806539573	1241-94-7, 115-86-6, 78-30-8	7	1277	8530	2.8627363239736	1	1	0.222792806539573
CTD_CHEMICALS_DISEASES	Brain Ischemia	3	25	0.239698144481177	115-86-6, 13674-87-8, 78-30-8	7	1338	8530	2.73222293401666	1	1	0.239698144481177
TOXCAST_ACTIVE	ATG_AP_1_CIS_up	3	25	0.32099982906382	1241-94-7, 115-86-6, 13674-87-8	6	393	1723	2.19211195928753	1	1	0.32099982906382
LEADSCOPE_TOXICITY	Genetic Toxicity -SCE in vitro other cells	5	41.6666666666667	0.722334473944609	1241-94-7, 115-86-6, 29761-21-5, 13674-87-8, 78-30-8	9	3012	7444	1.37302641286705	1	1	0.722334473944609

Annotation Cluster 4	Enrichment Score: 2.34064677144254
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
MESH	Organophosphorus Compounds	7	58.3333333333333	8.57944930512421e-09	1241-94-7, 56803-37-3, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	145	5450	29.2337164750958	1	3.5089947657958e-06	8.57944930512421e-09
MESH	Organophosphates	5	41.6666666666667	1.02767421516633e-06	1241-94-7, 56803-37-3, 115-86-6, 115-96-8, 78-30-8	9	62	5450	48.8351254480287	1	0.000417235731357528	1.02767421516633e-06
CTD_CHEMICALS_DISEASES	Metabolism, Inborn Errors	3	25	0.0124254744366084	1241-94-7, 56803-37-3, 115-86-6	7	256	8530	14.2801339285714	1	1	0.0124254744366084
CTD_CHEMICALS_DISEASES	Osteoarthritis	3	25	0.134343303374012	1241-94-7, 56803-37-3, 78-30-8	7	938	8530	3.89734998477003	1	1	0.134343303374012
CTD_CHEMICALS_DISEASES	Nerve Degeneration	3	25	0.212379150477592	1241-94-7, 56803-37-3, 78-30-8	7	1239	8530	2.95053614666205	1	1	0.212379150477592
CTD_CHEMICALS_DISEASES	Precancerous Conditions	3	25	0.222792806539573	1241-94-7, 115-86-6, 78-30-8	7	1277	8530	2.8627363239736	1	1	0.222792806539573
CTD_CHEMICALS_DISEASES	Fatty Liver	3	25	0.270376479692687	1241-94-7, 56803-37-3, 78-30-8	7	1447	8530	2.5264093197749	1	1	0.270376479692687
CTD_CHEMICALS_DISEASES	Hypertension	3	25	1	1241-94-7, 56803-37-3, 115-86-6	7	2494	8530	1.46580364302898	1	1	1

Annotation Cluster 5	Enrichment Score: 1.69103823882993
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
CTD_CHEM2GENE_25	AR	4	33.3333333333333	0.000415679053734167	115-86-6, 115-96-8, 13674-87-8, 79-94-7	7	190	6732	20.2466165413534	1	0.163361868117527	0.000415679053734167
TOXCAST_ACTIVE	OT_AR_ARSRC1_0960	5	41.6666666666667	0.00100950823203153	1241-94-7, 1330-78-5, 115-86-6, 13674-87-8, 79-94-7	6	212	1723	6.77279874213836	1	0.395727226956358	0.00100950823203153
TOXCAST_ACTIVE	ATG_GLI_CIS_up	4	33.3333333333333	0.00174289726900597	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	100	1723	11.4866666666667	1	0.677987037643323	0.00174289726900597
TOXCAST_ACTIVE	ATG_PXR_TRANS_up	6	50	0.00213268995856035	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 13674-87-8, 79-94-7	6	505	1723	3.41188118811881	1	0.827483703921416	0.00213268995856035
LEADSCOPE_TOXICITY	Reproductive Toxicity -repro rodent male	6	50	0.00397137093481346	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 13674-87-8, 78-30-8	9	1202	7444	4.12867443150305	1	1	0.00397137093481346
TOXCAST_ACTIVE	OT_FXR_FXRSRC1_0480	5	41.6666666666667	0.00568927368704165	1241-94-7, 1330-78-5, 115-86-6, 13674-87-8, 79-94-7	6	331	1723	4.33786505538771	1	1	0.00568927368704165
TOXCAST_ACTIVE	ATG_HSE_CIS_up	4	33.3333333333333	0.0162350265450611	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	217	1723	5.29339477726574	1	1	0.0162350265450611
TOXCAST_ACTIVE	NVS_MP_rPBR	4	33.3333333333333	0.0166583393847118	1241-94-7, 1330-78-5, 115-86-6, 13674-87-8	6	219	1723	5.24505327245053	1	1	0.0166583393847118
TOXCAST_ACTIVE	NVS_MP_hPBR	4	33.3333333333333	0.0170883452769438	1241-94-7, 1330-78-5, 115-86-6, 13674-87-8	6	221	1723	5.19758672699849	1	1	0.0170883452769438
TOXCAST_ACTIVE	ATG_Pax6_CIS_up	4	33.3333333333333	0.0249028500560272	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	253	1723	4.54018445322793	1	1	0.0249028500560272
TOXCAST_ACTIVE	ATG_VDRE_CIS_up	5	41.6666666666667	0.0295241637447702	1241-94-7, 1330-78-5, 115-86-6, 13674-87-8, 79-94-7	6	512	1723	2.80436197916667	1	1	0.0295241637447702
TOXCAST_ACTIVE	ATG_PPARg_TRANS_up	5	41.6666666666667	0.0297380450297806	1241-94-7, 1330-78-5, 115-86-6, 13674-87-8, 79-94-7	6	513	1723	2.79889538661468	1	1	0.0297380450297806
TOXCAST_ACTIVE	ATG_EGR_CIS_up	4	33.3333333333333	0.0338900667088663	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	283	1723	4.05889281507656	1	1	0.0338900667088663
TOXCAST_ACTIVE	ATG_Xbp1_CIS_up	4	33.3333333333333	0.0379515964026503	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	295	1723	3.89378531073446	1	1	0.0379515964026503
TOXCAST_ACTIVE	ATG_SREBP_CIS_up	4	33.3333333333333	0.0543256667044474	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	337	1723	3.40850642927794	1	1	0.0543256667044474
TOXCAST_ACTIVE	ATG_CMV_CIS_up	4	33.3333333333333	0.0605405838861071	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	351	1723	3.27255460588794	1	1	0.0605405838861071
TOXCAST_ACTIVE	ATG_PXRE_CIS_up	6	50	0.0624572884773724	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 13674-87-8, 79-94-7	6	881	1723	1.95573212258797	1	1	0.0624572884773724
TOXCAST_ACTIVE	Tox21_MitochondrialToxicity_ratio	4	33.3333333333333	0.0676228400695797	1330-78-5, 115-86-6, 13674-87-8, 79-94-7	6	366	1723	3.1384335154827	1	1	0.0676228400695797
LEADSCOPE_TOXICITY	Genetic Toxicity -s. cerevisiae	4	33.3333333333333	0.0693412894135144	1330-78-5, 115-86-6, 115-96-8, 13674-87-8	9	942	7444	3.51214909176693	1	1	0.0693412894135144
TOXCAST_ACTIVE	ATG_Oct_MLP_CIS_up	4	33.3333333333333	0.0695855050622816	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	370	1723	3.1045045045045	1	1	0.0695855050622816
TOXCAST_ACTIVE	ATG_MRE_CIS_up	4	33.3333333333333	0.0955624198937236	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	418	1723	2.74800637958533	1	1	0.0955624198937236
TOXCAST_ACTIVE	ACEA_T47D_80hr_Negative	4	33.3333333333333	0.117945552783321	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	6	454	1723	2.53010279001468	1	1	0.117945552783321
CTD_CHEMICALS_DISEASES	Breast Neoplasms	4	33.3333333333333	0.368996149713612	1241-94-7, 115-86-6, 13674-87-8, 79-94-7	7	2515	8530	1.93808577108776	1	1	0.368996149713612

Annotation Cluster 6	Enrichment Score: 1.33485337162329
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
CTD_CHEMICALS_DISEASES	Lipoid congenital adrenal hyperplasia	3	25	0.00222115157849881	1330-78-5, 115-86-6, 79-94-7	7	106	8530	34.4878706199461	1	0.859585660879039	0.00222115157849881
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, strong and weak actives by NIEHS calls, research only	8	66.6666666666667	0.0148498046822874	56803-37-3, 1330-78-5, 115-86-6, 29761-21-5, 68937-41-7, 5436-43-1, 78-30-8, 79-94-7	11	2553	8032	2.28807463590072	1	1	0.0148498046822874
CTD_CHEMICALS_DISEASES	Leukemia, Myeloid, Acute	3	25	0.0711880957448779	56803-37-3, 1330-78-5, 115-86-6	7	652	8530	5.60692375109553	1	1	0.0711880957448779
MULTICASE_TOX_PREDICTION	Dendritic cell activation at 1mM (CD86, CD54)	3	25	0.123282273160931	56803-37-3, 5436-43-1, 79-94-7	11	3656	8032	0.599164511637159	1	1	0.123282273160931
CTD_CHEMICALS_DISEASES	Mammary Neoplasms, Animal	3	25	0.149635793996989	56803-37-3, 1330-78-5, 115-86-6	7	1000	8530	3.65571428571429	1	1	0.149635793996989
HTS_ACTIVE	inhibition_MMP	5	41.6666666666667	0.226067082555815	56803-37-3, 1330-78-5, 115-86-6, 5436-43-1, 79-94-7	10	967	4173	2.15770423991727	1	1	0.226067082555815

Annotation Cluster 7	Enrichment Score: 1.29925611695554
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
CTD_CHEMICALS_DISEASES	Amino Acid Metabolism, Inborn Errors	4	33.3333333333333	0.000100525141835556	56803-37-3, 115-86-6, 13674-87-8, 79-94-7	7	149	8530	32.7133269415149	1	0.0403105818760578	0.000100525141835556
CTD_CHEMICALS_DISEASES	Osteosarcoma	4	33.3333333333333	0.0356310624676759	1241-94-7, 56803-37-3, 13674-87-8, 78-30-8	7	1150	8530	4.23850931677019	1	1	0.0356310624676759
CTD_CHEMICALS_DISEASES	Neuroblastoma	3	25	0.103084274367938	56803-37-3, 1330-78-5, 13674-87-8	7	804	8530	4.54690831556503	1	1	0.103084274367938
HTS_ACTIVE	antagonism_AR/partial	4	33.3333333333333	0.162322514675193	56803-37-3, 115-86-6, 68937-41-7, 13674-87-8	10	667	4173	2.50254872563718	1	1	0.162322514675193
CTD_CHEMICALS_DISEASES	Hernia, Diaphragmatic	2	16.6666666666667	0.444971700580699	56803-37-3, 13674-87-8	7	797	8530	3.05789568022943	1	1	0.444971700580699
CTD_CHEMICALS_DISEASES	Dermatitis, Contact	2	16.6666666666667	0.600421533481959	56803-37-3, 13674-87-8	7	1209	8530	2.01583362873685	1	1	0.600421533481959

Annotation Cluster 8	Enrichment Score: 1.24626041268265
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
HTS_ACTIVE	cytotoxicity_RXR/agonism	9	75	0.000335198188493993	1241-94-7, 56803-37-3, 115-86-6, 29761-21-5, 68937-41-7, 13674-87-8, 5436-43-1, 78-30-8, 79-94-7	10	1213	4173	3.0962077493817	1	0.132738482643621	0.000335198188493993
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, strong and weak actives by NIEHS calls, research only	8	66.6666666666667	0.0148498046822874	56803-37-3, 1330-78-5, 115-86-6, 29761-21-5, 68937-41-7, 5436-43-1, 78-30-8, 79-94-7	11	2553	8032	2.28807463590072	1	1	0.0148498046822874
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, only strong actives by NIEHS calls, research only	7	58.3333333333333	0.0174833861564937	56803-37-3, 1330-78-5, 115-86-6, 29761-21-5, 68937-41-7, 78-30-8, 79-94-7	11	1961	8032	2.60646238004729	1	1	0.0174833861564937
TOXPRINT_STRUCTURE	ring:aromatic_benzene	9	75	0.20121315842408	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 29761-21-5, 68937-41-7, 5436-43-1, 78-30-8, 79-94-7	11	4611	8337	1.47932808895724	1	1	0.20121315842408
HTS_ACTIVE	activation_Nrf2	5	41.6666666666667	0.268157833148037	56803-37-3, 115-86-6, 29761-21-5, 78-30-8, 79-94-7	10	1141	4173	1.82865907099036	1	1	0.268157833148037
MULTICASE_TOX_PREDICTION	Draize eye irritation test, rabbit	8	66.6666666666667	0.527339053690464	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 29761-21-5, 68937-41-7, 78-30-8, 79-94-7	11	4428	8032	1.31920834359859	1	1	0.527339053690464
MULTICASE_TOX_PREDICTION	Local lymph node assay, mouse, weak sensitizers (EC3 < 100%)	6	50	0.762767807673666	1241-94-7, 56803-37-3, 115-86-6, 29761-21-5, 78-30-8, 79-94-7	11	4397	8032	0.99638183058697	1	1	0.762767807673666

Annotation Cluster 9	Enrichment Score: 1.23325345668226
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
CTD_CHEMICALS_DISEASES	Amino Acid Metabolism, Inborn Errors	4	33.3333333333333	0.000100525141835556	56803-37-3, 115-86-6, 13674-87-8, 79-94-7	7	149	8530	32.7133269415149	1	0.0403105818760578	0.000100525141835556
CTD_CHEMICALS_DISEASES	Lipodystrophy, Familial Partial	4	33.3333333333333	0.00029045031377117	1241-94-7, 56803-37-3, 115-86-6, 79-94-7	7	213	8530	22.8839704896043	1	0.115308774567154	0.00029045031377117
CTD_CHEMICALS_DISEASES	Metabolism, Inborn Errors	3	25	0.0124254744366084	1241-94-7, 56803-37-3, 115-86-6	7	256	8530	14.2801339285714	1	1	0.0124254744366084
CTD_CHEMICALS_DISEASES	Cholestasis	4	33.3333333333333	0.0345646412420798	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6	7	1137	8530	4.28697072496545	1	1	0.0345646412420798
CTD_CHEMICALS_DISEASES	Leukemia, Myeloid, Acute	3	25	0.0711880957448779	56803-37-3, 1330-78-5, 115-86-6	7	652	8530	5.60692375109553	1	1	0.0711880957448779
TOXPRINT_STRUCTURE	ring:aromatic_phenyl	4	33.3333333333333	0.143050431796434	1241-94-7, 56803-37-3, 115-86-6, 29761-21-5	11	1128	8337	2.68762088974855	1	1	0.143050431796434
CTD_CHEMICALS_DISEASES	Mammary Neoplasms, Animal	3	25	0.149635793996989	56803-37-3, 1330-78-5, 115-86-6	7	1000	8530	3.65571428571429	1	1	0.149635793996989
HTS_ACTIVE	antagonism_AR/partial	4	33.3333333333333	0.162322514675193	56803-37-3, 115-86-6, 68937-41-7, 13674-87-8	10	667	4173	2.50254872563718	1	1	0.162322514675193
CTD_CHEMICALS_DISEASES	Amyloidosis	2	16.6666666666667	0.192776738182884	56803-37-3, 115-86-6	7	299	8530	8.15097945532728	1	1	0.192776738182884
CTD_CHEMICALS_DISEASES	Carcinoma, Hepatocellular	4	33.3333333333333	0.361646452376679	1241-94-7, 56803-37-3, 115-86-6, 79-94-7	7	2428	8530	2.00753118380795	1	1	0.361646452376679
MULTICASE_TOX_PREDICTION	MRP3 inhibition at 10uM	4	33.3333333333333	0.429302922086973	1241-94-7, 56803-37-3, 115-86-6, 29761-21-5	11	1606	8032	1.81863466545907	1	1	0.429302922086973
CTD_CHEMICALS_DISEASES	Obesity	2	16.6666666666667	1	56803-37-3, 115-86-6	7	2317	8530	1.05185276527529	1	1	1
CTD_CHEMICALS_DISEASES	Hypertension	3	25	1	1241-94-7, 56803-37-3, 115-86-6	7	2494	8530	1.46580364302898	1	1	1

Annotation Cluster 10	Enrichment Score: 1.21352195044554
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
CTD_CHEMICALS_DISEASES	Female Urogenital Diseases	4	33.3333333333333	0.000136197562539554	56803-37-3, 1330-78-5, 78-30-8, 79-94-7	7	165	8530	29.5411255411255	1	0.0543428274532821	0.000136197562539554
CTD_CHEMICALS_DISEASES	Lipoid congenital adrenal hyperplasia	3	25	0.00222115157849881	1330-78-5, 115-86-6, 79-94-7	7	106	8530	34.4878706199461	1	0.859585660879039	0.00222115157849881
CTD_CHEMICALS_DISEASES	Amyotrophic Lateral Sclerosis	4	33.3333333333333	0.00644174598842861	1241-94-7, 1330-78-5, 78-30-8, 79-94-7	7	619	8530	7.87445188091392	1	1	0.00644174598842861
