Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXPRINT_STRUCTURE	bond:CN_amine_aliphatic_generic	7	70	0.000540213521307935	60-11-7, 99-97-8, 99-98-9, 129-73-7, 1122-58-3, 121-69-7, 100-22-1	8	1781	8337	4.09594329028636	1	0.0588832738225649	0.000540213521307935
MULTICASE_TOX_PREDICTION	Local lymph node assay, mouse, moderate sensitizers (EC3 < 10%)	8	80	0.000788511801980048	60-11-7, 99-97-8, 99-98-9, 129-73-7, 614-00-6, 1122-58-3, 121-69-7, 100-22-1	8	2896	8032	2.77348066298343	1	0.0851592746138452	0.000788511801980048
CTD_CHEMICALS_DISEASES	Cell Transformation, Neoplastic	5	50	0.00110944416831977	60-11-7, 99-97-8, 129-73-7, 614-00-6, 121-69-7	5	1558	8530	5.47496790757381	1	0.118710526010215	0.00110944416831977
MULTICASE_TOX_PREDICTION	MRP2 substrates	8	80	0.00132304805681073	60-11-7, 99-97-8, 99-98-9, 129-73-7, 614-00-6, 1122-58-3, 121-69-7, 100-22-1	8	3118	8032	2.5760102629891	1	0.140243094021937	0.00132304805681073
MULTICASE_TOX_PREDICTION	MDR1 inhibition at 10uM	5	50	0.00139206196578416	60-11-7, 99-97-8, 99-98-9, 129-73-7, 100-22-1	8	673	8032	7.4591381872214	1	0.146166506407337	0.00139206196578416
MULTICASE_TOX_PREDICTION	ARE activation in keratinocytes at 100uM	8	80	0.00202378927655754	60-11-7, 99-97-8, 99-98-9, 129-73-7, 614-00-6, 1122-58-3, 121-69-7, 100-22-1	8	3313	8032	2.42438877150619	1	0.210474084761984	0.00202378927655754
MULTICASE_TOX_PREDICTION	ARE activation in keratinocytes at 1mM	8	80	0.00230452973346506	60-11-7, 99-97-8, 99-98-9, 129-73-7, 614-00-6, 1122-58-3, 121-69-7, 100-22-1	8	3375	8032	2.37985185185185	1	0.237366562546901	0.00230452973346506
LEADSCOPE_TOXICITY	Genetic Toxicity -In vitro chrom. ab. HL cells	6	60	0.00543482280680392	60-11-7, 99-97-8, 99-98-9, 129-73-7, 121-69-7, 100-22-1	8	1540	7444	3.62532467532468	1	0.554351926294	0.00543482280680392
LEADSCOPE_TOXICITY	Genetic Toxicity -microbial	5	50	0.00866087939486787	60-11-7, 99-97-8, 99-98-9, 614-00-6, 100-22-1	8	1019	7444	4.5657507360157	1	0.874748818881654	0.00866087939486787
LEADSCOPE_TOXICITY	Genetic Toxicity -salmonella	5	50	0.0139618648553358	60-11-7, 99-97-8, 99-98-9, 614-00-6, 100-22-1	8	1163	7444	4.00042992261393	1	1	0.0139618648553358
LEADSCOPE_TOXICITY	Genetic Toxicity -mouse lymphoma	5	50	0.0161321851578156	60-11-7, 99-97-8, 99-98-9, 121-69-7, 100-22-1	8	1211	7444	3.84186622625929	1	1	0.0161321851578156
LEADSCOPE_TOXICITY	Reproductive Toxicity- C3H10T1-2	7	70	0.0165379114676206	60-11-7, 99-97-8, 99-98-9, 129-73-7, 614-00-6, 121-69-7, 100-22-1	8	2909	7444	2.23908559642489	1	1	0.0165379114676206
MULTICASE_TOX_PREDICTION	Local lymph node assay, mouse, weak sensitizers (EC3 < 100%)	8	80	0.0185785161745525	60-11-7, 99-97-8, 99-98-9, 129-73-7, 614-00-6, 1122-58-3, 121-69-7, 100-22-1	8	4397	8032	1.82670002274278	1	1	0.0185785161745525
LEADSCOPE_TOXICITY	Genetic Toxicity -UDS	4	40	0.018582738192217	60-11-7, 99-97-8, 99-98-9, 614-00-6	8	661	7444	5.63086232980333	1	1	0.018582738192217
LEADSCOPE_TOXICITY	Genetic Toxicity -SCE in vitro other cells	7	70	0.0200174426782854	60-11-7, 99-97-8, 99-98-9, 129-73-7, 614-00-6, 121-69-7, 100-22-1	8	3012	7444	2.1625166002656	1	1	0.0200174426782854
LEADSCOPE_TOXICITY	Developmental Toxicity-pre impl. loss rabbit	4	40	0.0204743415045167	60-11-7, 129-73-7, 121-69-7, 100-22-1	8	685	7444	5.43357664233577	1	1	0.0204743415045167
LEADSCOPE_TOXICITY	Genetic Toxicity -UDS rat hepatocytes	3	30	0.0268265299757603	60-11-7, 99-98-9, 614-00-6	8	284	7444	9.82922535211268	1	1	0.0268265299757603
LEADSCOPE_TOXICITY	Genetic Toxicity -In vitro chrom. ab. other cells	4	40	0.0326389188807231	99-97-8, 99-98-9, 614-00-6, 100-22-1	8	815	7444	4.56687116564417	1	1	0.0326389188807231
MESH	Phenylenediamines	2	20	0.0366782282267454	99-98-9, 100-22-1	8	29	5450	46.9827586206897	1	1	0.0366782282267454
HTS_ACTIVE	agonism_RSP	3	30	0.0478032715228781	60-11-7, 99-98-9, 100-22-1	4	552	4173	5.66983695652174	1	1	0.0478032715228781
MULTICASE_TOX_PREDICTION	Allergic contact dermatitis, guinea pig and human	2	20	0.0504025829727221	60-11-7, 99-98-9	8	4433	8032	0.452966388450259	1	1	0.0504025829727221
HTS_ACTIVE	agonism_AhR	3	30	0.0542541019010754	60-11-7, 99-98-9, 100-22-1	4	590	4173	5.30466101694915	1	1	0.0542541019010754
HTS_ACTIVE	cytotoxicity_RSP/agonism	3	30	0.0554816315464494	60-11-7, 99-98-9, 100-22-1	4	597	4173	5.24246231155779	1	1	0.0554816315464494
TOXPRINT_STRUCTURE	ring:aromatic_phenyl	4	40	0.0567214866605642	60-11-7, 129-73-7, 614-00-6, 121-69-7	8	1128	8337	3.69547872340426	1	1	0.0567214866605642
LEADSCOPE_TOXICITY	Genetic Toxicity -In vitro composite	4	40	0.0615546838397233	60-11-7, 99-98-9, 614-00-6, 100-22-1	8	1040	7444	3.57884615384615	1	1	0.0615546838397233
HTS_ACTIVE	cytotoxicity_TR/antagonism	4	40	0.0618612653091589	60-11-7, 99-98-9, 129-73-7, 100-22-1	4	1651	4173	2.52755905511811	1	1	0.0618612653091589
MESH	Diamines	2	20	0.0649420817691494	99-98-9, 100-22-1	8	52	5450	26.2019230769231	1	1	0.0649420817691494
MESH	Polyamines	2	20	0.0721972534280691	99-98-9, 100-22-1	8	58	5450	23.4913793103448	1	1	0.0721972534280691
CTD_CHEMICALS_DISEASES	Carcinoma, Non-Small-Cell Lung	3	30	0.0728166591149813	129-73-7, 614-00-6, 121-69-7	5	1021	8530	5.01273261508325	1	1	0.0728166591149813
LEADSCOPE_TOXICITY	Genetic Toxicity -In vitro chrom. ab. CHL	4	40	0.0813906897251022	60-11-7, 99-98-9, 614-00-6, 100-22-1	8	1162	7444	3.20309810671256	1	1	0.0813906897251022
HTS_ACTIVE	cytotoxicity_MMP/inhibition	3	30	0.0862887921066351	60-11-7, 129-73-7, 100-22-1	4	755	4173	4.1453642384106	1	1	0.0862887921066351
LEADSCOPE_TOXICITY	Reproductive Toxicity-carc rat	3	30	0.0870135809429212	60-11-7, 129-73-7, 614-00-6	8	542	7444	5.15036900369004	1	1	0.0870135809429212
HTS_ACTIVE	cytotoxicity_H2AX/activation	3	30	0.0978854993874306	60-11-7, 99-98-9, 100-22-1	4	808	4173	3.87345297029703	1	1	0.0978854993874306
MESH	Organic Chemicals	8	80	0.107731543806842	60-11-7, 99-97-8, 99-98-9, 129-73-7, 614-00-6, 1122-58-3, 121-69-7, 100-22-1	8	3766	5450	1.44715878916622	1	1	0.107731543806842
CTD_CHEMICALS_DISEASES	Prostatic Neoplasms	4	40	0.125701122758015	99-97-8, 129-73-7, 614-00-6, 121-69-7	5	2979	8530	2.29070157771064	1	1	0.125701122758015
LEADSCOPE_TOXICITY	Genetic Toxicity -SCE in vitro CHO	7	70	0.127372206077307	60-11-7, 99-97-8, 99-98-9, 614-00-6, 1122-58-3, 121-69-7, 100-22-1	8	3886	7444	1.67614513638703	1	1	0.127372206077307
CTD_CHEMICALS_DISEASES	Fatty Liver	3	30	0.136050792495218	60-11-7, 614-00-6, 121-69-7	5	1447	8530	3.53697304768487	1	1	0.136050792495218
CTD_CHEMICALS_DISEASES	Liver Neoplasms, Experimental	3	30	0.137699734757013	60-11-7, 614-00-6, 121-69-7	5	1457	8530	3.51269732326699	1	1	0.137699734757013
TOXPRINT_STRUCTURE	ring:aromatic_benzene	7	70	0.139633728884465	60-11-7, 99-97-8, 99-98-9, 129-73-7, 614-00-6, 121-69-7, 100-22-1	8	4611	8337	1.58205920624593	1	1	0.139633728884465
CTD_CHEMICALS_DISEASES	Non-alcoholic Fatty Liver Disease	3	30	0.141017576248462	60-11-7, 99-97-8, 614-00-6	5	1477	8530	3.46513202437373	1	1	0.141017576248462
CTD_CHEMICALS_DISEASES	Myelodysplastic Syndromes	2	20	0.162155215669898	99-97-8, 121-69-7	5	369	8530	9.24661246612466	1	1	0.162155215669898
CTD_CHEMICALS_DISEASES	Chromosome Breakage	2	20	0.164616899163795	60-11-7, 121-69-7	5	375	8530	9.09866666666667	1	1	0.164616899163795
LEADSCOPE_TOXICITY	Reproductive Toxicity-carc rat male	3	30	0.165023150604891	60-11-7, 129-73-7, 614-00-6	8	790	7444	3.53354430379747	1	1	0.165023150604891
CTD_CHEMICALS_DISEASES	Neoplasm Invasiveness	3	30	0.176814833079711	60-11-7, 99-97-8, 614-00-6	5	1684	8530	3.03919239904988	1	1	0.176814833079711
HTS_ACTIVE	activation_Nrf2	3	30	0.18333503611568	60-11-7, 99-98-9, 100-22-1	4	1141	4173	2.74298860648554	1	1	0.18333503611568
CTD_CHEMICALS_DISEASES	Urinary Bladder Neoplasms	3	30	0.188373718254841	99-97-8, 129-73-7, 121-69-7	5	1748	8530	2.9279176201373	1	1	0.188373718254841
